year,state,state_po,state_fips,state_cen,state_ic,office,district,candidate,party,candidatevotes,totalvotes
1976,Iowa,IA,19,42,31,US House,1,James A. S. Leach,republican,109694,211204
1976,Iowa,IA,19,42,31,US House,2,Lorin E. Oxley,american,485,204550
1976,Iowa,IA,19,42,31,US House,2,Michael T. Blouin,democrat,102980,204550
1976,Iowa,IA,19,42,31,US House,2,Tom Riley,republican,100344,204550
1976,Iowa,IA,19,42,31,US House,2,James D. Roberson,independent,741,204550
1976,Iowa,IA,19,42,31,US House,3,Stephen J. Rapp,democrat,90981,208938
1976,Iowa,IA,19,42,31,US House,3,Charles E. Grassley,republican,117957,208938
1976,Iowa,IA,19,42,31,US House,4,Neal Smith,democrat,145343,210356
1976,Iowa,IA,19,42,31,US House,4,Charles E. Minor,republican,65013,210356
1976,Iowa,IA,19,42,31,US House,5,Tom Harkin,democrat,135600,209052
1976,Iowa,IA,19,42,31,US House,5,Kenneth R. Fulk,republican,71377,209052
1976,Iowa,IA,19,42,31,US House,5,Verlyn LeRoy Hayes,american,2075,209052
1976,Iowa,IA,19,42,31,US House,6,Joanne D. Soper,republican,62292,198002
1976,Iowa,IA,19,42,31,US House,6,Berkley Bedell,democrat,133507,198002
1976,Iowa,IA,19,42,31,US House,6,William David Mincer,american,2203,198002
1976,Kansas,KS,20,47,32,US House,1,Randy Yowell,democrat,52459,194772
1976,Kansas,KS,20,47,32,US House,1,Keith G. Sebelius,republican,142311,194772
1976,Kansas,KS,20,47,32,US House,1,scatter,,2,194772
1976,Kansas,KS,20,47,32,US House,2,Martha Keys,democrat,88645,174861
1976,Kansas,KS,20,47,32,US House,2,"Charles V. """"Chuck"""" Ijams",american,1933,174861
1976,Kansas,KS,20,47,32,US House,2,David N. Soggin,prohibition,1337,174861
1976,Kansas,KS,20,47,32,US House,2,Ross Freeman,republican,82946,174861
1976,Kansas,KS,20,47,32,US House,3,"William W. """"Bill"""" Hyatt",american,4162,179865
1976,Kansas,KS,20,47,32,US House,3,Philip S. Rhoads,democrat,52110,179865
1976,Kansas,KS,20,47,32,US House,3,scatter,,15,179865
1976,Kansas,KS,20,47,32,US House,3,"Larry Winn, Jr.",republican,123578,179865
1976,Kansas,KS,20,47,32,US House,4,Garner E. Shriver,republican,86832,179168
1976,Kansas,KS,20,47,32,US House,4,"Robert A. """"Bob"""" Cowdrey",american,2269,179168
1976,Kansas,KS,20,47,32,US House,4,Dan Glickman,democrat,90067,179168
1976,Kansas,KS,20,47,32,US House,5,Virgil Leon Olson,democrat,65340,180625
1976,Kansas,KS,20,47,32,US House,5,Joe Skubitz,republican,109573,180625
1976,Kansas,KS,20,47,32,US House,5,Glen L. Rutherford,american,5712,180625
1976,Kentucky,KY,21,61,51,US House,1,Bob Bersky,republican,26089,144985
1976,Kentucky,KY,21,61,51,US House,1,"Carroll Hubbard, Jr.",democrat,118886,144985
1976,Kentucky,KY,21,61,51,US House,1,NA,NA,10,144985
1976,Kentucky,KY,21,61,51,US House,2,NA,NA,4,130920
1976,Kentucky,KY,21,61,51,US House,2,Walter A. Baker,republican,51900,130920
1976,Kentucky,KY,21,61,51,US House,2,William H. Natcher,democrat,79016,130920
1976,Kentucky,KY,21,61,51,US House,3,Denzil J. Ramsey,republican,58019,140744
1976,Kentucky,KY,21,61,51,US House,3,Romano L. Mazzoli,democrat,80496,140744
1976,Kentucky,KY,21,61,51,US House,3,William P. Chambers,american,2229,140744
1976,Kentucky,KY,21,61,51,US House,4,Gene Snyder,republican,97493,174502
1976,Kentucky,KY,21,61,51,US House,4,Edward J. Winterberg,democrat,77009,174502
1976,Kentucky,KY,21,61,51,US House,5,Albert G. J. Cullum,american,1125,150473
1976,Kentucky,KY,21,61,51,US House,5,NA,NA,16,150473
1976,Kentucky,KY,21,61,51,US House,5,Charles C. Smith,democrat,49128,150473
1976,Kentucky,KY,21,61,51,US House,5,Tim Lee Carter,republican,100204,150473
1976,Kentucky,KY,21,61,51,US House,6,NA,NA,3,96493
1976,Kentucky,KY,21,61,51,US House,6,Anthony A. McCord,american,5795,96493
1976,Kentucky,KY,21,61,51,US House,6,John B. Breckinridge,democrat,90695,96493
1976,Kentucky,KY,21,61,51,US House,7,Carl D. Perkins,democrat,110450,150831
1976,Kentucky,KY,21,61,51,US House,7,Granville Thomas,republican,40381,150831
1976,Louisiana,LA,22,72,45,US House,1,Robert L. Livingston,republican,56679,130558
1976,Louisiana,LA,22,72,45,US House,1,Richard A. Tonry,democrat,61652,130558
1976,Louisiana,LA,22,72,45,US House,1,John R. Rarick,independent,12227,130558
1976,Louisiana,LA,22,72,45,US House,2,Lindy (Mrs. Hale) Boggs,democrat,85923,92827
1976,Louisiana,LA,22,72,45,US House,2,"Jules W. """"Ted"""" Hillery",independent,6904,92827
1976,Louisiana,LA,22,72,45,US House,3,"David H. """"Pro"""" Scheuermann, Jr.",democrat,39728,148863
1976,Louisiana,LA,22,72,45,US House,3,David C. Treen,republican,109135,148863
1976,Louisiana,LA,22,72,45,US House,4,"Joe D. Waggonner, Jr.",democrat,76406,76406
1976,Louisiana,LA,22,72,45,US House,5,Frank Spooner,republican,75574,159270
1976,Louisiana,LA,22,72,45,US House,5,Jerry Huckaby,democrat,83696,159270
1976,Louisiana,LA,22,72,45,US House,6,W. Henson Moore,republican,99780,152992
1976,Louisiana,LA,22,72,45,US House,6,J. D. De Blieux,democrat,53212,152992
1976,Louisiana,LA,22,72,45,US House,7,John B. Breaux,democrat,117196,140610
1976,Louisiana,LA,22,72,45,US House,7,"Charles F. """"Chuck"""" Huff",republican,23414,140610
1976,Louisiana,LA,22,72,45,US House,8,Kent Courtney,independent,6526,112811
1976,Louisiana,LA,22,72,45,US House,8,Gillis W. Long,democrat,106285,112811
1976,Maine,ME,23,11,2,US House,1,Frederick D. Barton,democrat,108105,253628
1976,Maine,ME,23,11,2,US House,1,David F. Emery,republican,145523,253628
1976,Maine,ME,23,11,2,US House,2,Leighton Cooney,democrat,43150,219547
1976,Maine,ME,23,11,2,US House,2,William S. Cohen,republican,169292,219547
1976,Maine,ME,23,11,2,US House,2,Jacqueline Francis Kaye,independent,7105,219547
1976,Maryland,MD,24,52,52,US House,1,Robert E. Bauman,republican,85919,158912
1976,Maryland,MD,24,52,52,US House,1,Roy Dyson,democrat,72993,158912
1976,Maryland,MD,24,52,52,US House,2,Clarence D. Long,democrat,139196,196303
1976,Maryland,MD,24,52,52,US House,2,John M. Seney,republican,35258,196303
1976,Maryland,MD,24,52,52,US House,2,Ronald A. Meroney,independent,21849,196303
1976,Maryland,MD,24,52,52,US House,3,Barbara A. Mikulski,democrat,107014,143461
1976,Maryland,MD,24,52,52,US House,3,Samuel A. Culotta,republican,36447,143461
1976,Maryland,MD,24,52,52,US House,4,Marjorie S. Holt,republican,95158,165013
1976,Maryland,MD,24,52,52,US House,4,Werner Fornos,democrat,69855,165013
1976,Maryland,MD,24,52,52,US House,5,John Burcham,republican,57057,134893
1976,Maryland,MD,24,52,52,US House,5,Gladys Noon Spellman,democrat,77836,134893
1976,Maryland,MD,24,52,52,US House,6,Goodloe E. Byron,democrat,126801,179004
1976,Maryland,MD,24,52,52,US House,6,Arthur T. Bond,republican,52203,179004
1976,Maryland,MD,24,52,52,US House,7,Parren J. Mitchell,democrat,94991,100633
1976,Maryland,MD,24,52,52,US House,7,William Salisbury,independent,5642,100633
1976,Maryland,MD,24,52,52,US House,8,Lanny Davis,democrat,100343,237652
1976,Maryland,MD,24,52,52,US House,8,"Newton I. Steers, Jr.",republican,111274,237652
1976,Maryland,MD,24,52,52,US House,8,Robin Ficker,independent,26035,237652
1976,Massachusetts,MA,25,14,3,US House,1,Edward A. McColgan,democrat,78181,215870
1976,Massachusetts,MA,25,14,3,US House,1,Silvio O. Conte,republican,137652,215870
1976,Massachusetts,MA,25,14,3,US House,1,scatter,,37,215870
1976,Massachusetts,MA,25,14,3,US House,2,scatter,,8,185755
1976,Massachusetts,MA,25,14,3,US House,2,Edward P. Boland,democrat,134408,185755
1976,Massachusetts,MA,25,14,3,US House,2,John D. McCarthy,u.s. labor,9776,185755
1976,Massachusetts,MA,25,14,3,US House,2,Thomas P. Swank,republican,41563,185755
1976,Massachusetts,MA,25,14,3,US House,3,scatter,,48,168568
1976,Massachusetts,MA,25,14,3,US House,3,Joseph D. Early,democrat,168520,168568
1976,Massachusetts,MA,25,14,3,US House,4,scatter,,5,209835
1976,Massachusetts,MA,25,14,3,US House,4,Arthur D. Mason,republican,100562,209835
1976,Massachusetts,MA,25,14,3,US House,4,Robert F. Drinan,democrat,109268,209835
1976,Massachusetts,MA,25,14,3,US House,5,Roger P. Durkin,republican,70036,214263
1976,Massachusetts,MA,25,14,3,US House,5,scatter,,10,214263
1976,Massachusetts,MA,25,14,3,US House,5,Paul E. Tsongas,democrat,144217,214263
1976,Massachusetts,MA,25,14,3,US House,6,Michael Harrington,democrat,121562,221813
1976,Massachusetts,MA,25,14,3,US House,6,Lillian Cundari McGowan,independent,8589,221813
1976,Massachusetts,MA,25,14,3,US House,6,scatter,,7,221813
1976,Massachusetts,MA,25,14,3,US House,6,William E. Bronson,republican,91655,221813
1976,Massachusetts,MA,25,14,3,US House,7,Edward J. Markey,democrat,162126,210809
1976,Massachusetts,MA,25,14,3,US House,7,Harry G. Chickles,independent,4748,210809
1976,Massachusetts,MA,25,14,3,US House,7,Richard W. Daly,republican,37063,210809
1976,Massachusetts,MA,25,14,3,US House,7,scatter,,21,210809
1976,Massachusetts,MA,25,14,3,US House,7,James J. Murphy,independent,6851,210809
1976,Massachusetts,MA,25,14,3,US House,8,scatter,,27,178850
1976,Massachusetts,MA,25,14,3,US House,8,"Thomas P. O'Neil, Jr.",democrat,133131,178850
1976,Massachusetts,MA,25,14,3,US House,8,Leo F. Kahian,american,4022,178850
1976,Massachusetts,MA,25,14,3,US House,8,Florenzo Di Donato,independent,8233,178850
1976,Massachusetts,MA,25,14,3,US House,8,William A. Barnstead,republican,33437,178850
1976,Massachusetts,MA,25,14,3,US House,9,scatter,,3,149371
1976,Massachusetts,MA,25,14,3,US House,9,"James """"Mac"""" Warren",socialist workers,3058,149371
1976,Massachusetts,MA,25,14,3,US House,9,Joseph M. O'Loughlin,independent,7862,149371
1976,Massachusetts,MA,25,14,3,US House,9,Robert G. Cunningham,republican,34547,149371
1976,Massachusetts,MA,25,14,3,US House,9,Joe Moakley,democrat,103901,149371
1976,Massachusetts,MA,25,14,3,US House,10,Margaret M. Heckler,republican,176604,176691
1976,Massachusetts,MA,25,14,3,US House,10,scatter,,87,176691
1976,Massachusetts,MA,25,14,3,US House,11,Danielle De Benedictis,independent,59240,191055
1976,Massachusetts,MA,25,14,3,US House,11,James A. Burke,democrat,131789,191055
1976,Massachusetts,MA,25,14,3,US House,11,scatter,,26,191055
1976,Massachusetts,MA,25,14,3,US House,12,Gerry E. Studds,democrat,222418,222504
1976,Massachusetts,MA,25,14,3,US House,12,scatter,,86,222504
1976,Michigan,MI,26,34,23,US House,1,Hector M. McGregor,american independent,727,136582
1976,Michigan,MI,26,34,23,US House,1,Carolyn Nelson,u.s. labor,216,136582
1976,Michigan,MI,26,34,23,US House,1,Thomas W. Jones,libertarian,245,136582
1976,Michigan,MI,26,34,23,US House,1,"John Conyers, Jr.",democrat,126161,136582
1976,Michigan,MI,26,34,23,US House,1,B. R. Washington,socialist workers,306,136582
1976,Michigan,MI,26,34,23,US House,1,Issac Hood,republican,8927,136582
1976,Michigan,MI,26,34,23,US House,2,Edward C. Pierce,democrat,95053,191738
1976,Michigan,MI,26,34,23,US House,2,Carl D. Pursell,republican,95397,191738
1976,Michigan,MI,26,34,23,US House,2,Lawrence McKenna,libertarian,403,191738
1976,Michigan,MI,26,34,23,US House,2,Philip S. Carroll,human rights,598,191738
1976,Michigan,MI,26,34,23,US House,2,Ronald G. Ziegler,u.s. labor,287,191738
1976,Michigan,MI,26,34,23,US House,3,Garry Brown,republican,99231,196158
1976,Michigan,MI,26,34,23,US House,3,Timothy W. Walter,american independent,1208,196158
1976,Michigan,MI,26,34,23,US House,3,Howard Wolpe,democrat,95261,196158
1976,Michigan,MI,26,34,23,US House,3,Charles H. Todd,libertarian,334,196158
1976,Michigan,MI,26,34,23,US House,3,Leda J. Stevens,u.s. labor,124,196158
1976,Michigan,MI,26,34,23,US House,4,David M. Hilty,u.s. labor,124,179737
1976,Michigan,MI,26,34,23,US House,4,Karl Friske,american independent,1789,179737
1976,Michigan,MI,26,34,23,US House,4,Richard E. Daugherty,democrat,69655,179737
1976,Michigan,MI,26,34,23,US House,4,Dave Stockman,republican,107881,179737
1976,Michigan,MI,26,34,23,US House,4,Russell Severance,libertarian,288,179737
1976,Michigan,MI,26,34,23,US House,5,Richard F. Vander Veen,democrat,94973,205438
1976,Michigan,MI,26,34,23,US House,5,Joe Berman,libertarian,477,205438
1976,Michigan,MI,26,34,23,US House,5,Gary D. Powell,u.s. labor,399,205438
1976,Michigan,MI,26,34,23,US House,5,Harold S. Sawyer,republican,109589,205438
1976,Michigan,MI,26,34,23,US House,6,Bob Carr,democrat,108909,206504
1976,Michigan,MI,26,34,23,US House,6,Andrew Rotstein,u.s. labor,189,206504
1976,Michigan,MI,26,34,23,US House,6,James F. McClure,human rights,1398,206504
1976,Michigan,MI,26,34,23,US House,6,Clifford W. Taylor,republican,96008,206504
1976,Michigan,MI,26,34,23,US House,7,Robin Widgery,republican,50301,177582
1976,Michigan,MI,26,34,23,US House,7,Jimmy L. Sabin,american independent,1451,177582
1976,Michigan,MI,26,34,23,US House,7,Benjamin G. Hoffman,libertarian,735,177582
1976,Michigan,MI,26,34,23,US House,7,Dale E. Kildee,democrat,124260,177582
1976,Michigan,MI,26,34,23,US House,7,Max Dean,u.s. labor,835,177582
1976,Michigan,MI,26,34,23,US House,8,E. Brady Denton,republican,75323,186632
1976,Michigan,MI,26,34,23,US House,8,David W. Thill,u.s. labor,209,186632
1976,Michigan,MI,26,34,23,US House,8,Charles G. Johns,american independent,973,186632
1976,Michigan,MI,26,34,23,US House,8,Bob Traxler,democrat,110127,186632
1976,Michigan,MI,26,34,23,US House,9,Guy A. Vander Jagt,republican,146712,209701
1976,Michigan,MI,26,34,23,US House,9,DeLoyd G. Hesselink,american independent,1021,209701
1976,Michigan,MI,26,34,23,US House,9,Wm. G. Friesser,socialist labor,123,209701
1976,Michigan,MI,26,34,23,US House,9,Stephen E. Fawley,democrat,61641,209701
1976,Michigan,MI,26,34,23,US House,9,Joy Powell,u.s. labor,204,209701
1976,Michigan,MI,26,34,23,US House,10,Elford A. Cederberg,republican,118726,210184
1976,Michigan,MI,26,34,23,US House,10,Donald J. Albosta,democrat,89980,210184
1976,Michigan,MI,26,34,23,US House,10,Lawrence Dean,american independent,1256,210184
1976,Michigan,MI,26,34,23,US House,10,Joseph D. D'Urso,u.s. labor,222,210184
1976,Michigan,MI,26,34,23,US House,11,Edward W. Aho,human rights,231,217115
1976,Michigan,MI,26,34,23,US House,11,Elizabeth D. Pape,american independent,537,217115
1976,Michigan,MI,26,34,23,US House,11,Philip E. Ruppe,republican,118871,217115
1976,Michigan,MI,26,34,23,US House,11,Francis Brouillette,democrat,97325,217115
1976,Michigan,MI,26,34,23,US House,11,John C. Hoffman,u.s. labor,151,217115
1976,Michigan,MI,26,34,23,US House,12,David M. Serotkin,republican,85326,180867
1976,Michigan,MI,26,34,23,US House,12,David E. Bonior,democrat,94815,180867
1976,Michigan,MI,26,34,23,US House,12,Marielle Hammett Kronberg,u.s. labor,285,180867
1976,Michigan,MI,26,34,23,US House,12,Gregory J. Clark,libertarian,441,180867
1976,Michigan,MI,26,34,23,US House,13,"Charles C. Diggs, Jr.",democrat,83387,93687
1976,Michigan,MI,26,34,23,US House,13,Melvin Brown,u.s. labor,285,93687
1976,Michigan,MI,26,34,23,US House,13,Raymond Houle,american independent,449,93687
1976,Michigan,MI,26,34,23,US House,13,John Hawkins,socialist workers,366,93687
1976,Michigan,MI,26,34,23,US House,13,Harold L. DeWaters,libertarian,198,93687
1976,Michigan,MI,26,34,23,US House,13,Richard A. Golden,republican,9002,93687
1976,Michigan,MI,26,34,23,US House,14,Martha Hilty,u.s. labor,198,161666
1976,Michigan,MI,26,34,23,US House,14,John Edward Getz,republican,52995,161666
1976,Michigan,MI,26,34,23,US House,14,Maurice Geary,human rights,473,161666
1976,Michigan,MI,26,34,23,US House,14,Mark Severs,socialist workers,194,161666
1976,Michigan,MI,26,34,23,US House,14,Marshall F. Moser,libertarian,303,161666
1976,Michigan,MI,26,34,23,US House,14,Lucien N. Nedzi,democrat,107503,161666
1976,Michigan,MI,26,34,23,US House,15,James D. Walaskay,republican,39177,158550
1976,Michigan,MI,26,34,23,US House,15,John Sarkisian,socialist labor,306,158550
1976,Michigan,MI,26,34,23,US House,15,William D. Ford,democrat,117313,158550
1976,Michigan,MI,26,34,23,US House,15,Aldi C. Fuhrmann,american independent,776,158550
1976,Michigan,MI,26,34,23,US House,15,Kathryn M. Augustin,libertarian,746,158550
1976,Michigan,MI,26,34,23,US House,15,Allen Douglas,u.s. labor,232,158550
1976,Michigan,MI,26,34,23,US House,16,William E. Rostron,republican,36378,160344
1976,Michigan,MI,26,34,23,US House,16,Don Bechler,socialist workers,328,160344
1976,Michigan,MI,26,34,23,US House,16,Samuel S. Hancock,libertarian,484,160344
1976,Michigan,MI,26,34,23,US House,16,Susann L. Dalto,u.s. labor,463,160344
1976,Michigan,MI,26,34,23,US House,16,Slayter Buck Miller,american independent,1009,160344
1976,Michigan,MI,26,34,23,US House,16,John D. Dingell,democrat,121682,160344
1976,Michigan,MI,26,34,23,US House,17,Christy Wallace,socialist workers,490,175573
1976,Michigan,MI,26,34,23,US House,17,James W. Burdick,republican,60476,175573
1976,Michigan,MI,26,34,23,US House,17,William M. Brodhead,democrat,112746,175573
1976,Michigan,MI,26,34,23,US House,17,C. M. Novess III,libertarian,285,175573
1976,Michigan,MI,26,34,23,US House,17,Scott Elliott,u.s. labor,194,175573
1976,Michigan,MI,26,34,23,US House,17,Arve Bakken,american independent,1382,175573
1976,Michigan,MI,26,34,23,US House,18,James C. Horvath,socialist labor,259,186195
1976,Michigan,MI,26,34,23,US House,18,James J. Blanchard,democrat,123113,186195
1976,Michigan,MI,26,34,23,US House,18,David Drexler,american independent,1143,186195
1976,Michigan,MI,26,34,23,US House,18,Frank G. Rising,libertarian,396,186195
1976,Michigan,MI,26,34,23,US House,18,K. Martin Keller,u.s. labor,289,186195
1976,Michigan,MI,26,34,23,US House,18,John E. Olsen,republican,60995,186195
1976,Michigan,MI,26,34,23,US House,19,Thomas Simpson,u.s. labor,262,197645
1976,Michigan,MI,26,34,23,US House,19,Therese S. Barbone,libertarian,496,197645
1976,Michigan,MI,26,34,23,US House,19,John Omar Muotka,american independent,751,197645
1976,Michigan,MI,26,34,23,US House,19,William S. Broomfield,republican,131799,197645
1976,Michigan,MI,26,34,23,US House,19,Dorthea Becker,democrat,64337,197645
1976,Minnesota,MN,27,41,33,US House,1,Lloyd Duwe,american,2966,231773
1976,Minnesota,MN,27,41,33,US House,1,Albert H. Quic,republican,158177,231773
1976,Minnesota,MN,27,41,33,US House,1,"Robert C. """"Bob"""" Olson, Jr.",democrat,70630,231773
1976,Minnesota,MN,27,41,33,US House,2,Tom Hagedorn,republican,148322,245810
1976,Minnesota,MN,27,41,33,US House,2,Gloria Griffin,democrat,97488,245810
1976,Minnesota,MN,27,41,33,US House,3,Clifford C. Mathias,american,4402,225459
1976,Minnesota,MN,27,41,33,US House,3,Bill Frenzel,republican,149013,225459
